function,projected_eles,inv_max_fpr,pos_eles,ele_length,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
TestBloomFilterStringQuery,64,1000000,512,100,12215,58844.5,58772.1,ns,,,,,
TestBloomFilterStringQuery,512,1000000,512,100,11858,59092,59007.1,ns,,,,,
TestBloomFilterStringQuery,2048,1000000,512,100,11655,59678.5,59587.1,ns,,,,,
TestBloomFilterStringQuery,2,1000,4096,100,1525,459018,458401,ns,,,,,
TestBloomFilterStringQuery,8,1000,4096,100,1526,456137,455717,ns,,,,,
TestBloomFilterStringQuery,64,1000,4096,100,1518,469506,467970,ns,,,,,
TestBloomFilterStringQuery,512,1000,4096,100,1498,472174,470168,ns,,,,,
TestBloomFilterStringQuery,2048,1000,4096,100,1468,466558,465238,ns,,,,,
TestBloomFilterStringQuery,2,4096,4096,100,1506,476050,473942,ns,,,,,
TestBloomFilterStringQuery,8,4096,4096,100,1456,471078,469335,ns,,,,,
TestBloomFilterStringQuery,64,4096,4096,100,1483,472490,470996,ns,,,,,
TestBloomFilterStringQuery,512,4096,4096,100,1497,477324,475129,ns,,,,,
TestBloomFilterStringQuery,2048,4096,4096,100,1479,474152,472247,ns,,,,,
TestBloomFilterStringQuery,2,32768,4096,100,1476,460073,459611,ns,,,,,
TestBloomFilterStringQuery,8,32768,4096,100,1503,477317,475457,ns,,,,,
TestBloomFilterStringQuery,64,32768,4096,100,1483,466188,465698,ns,,,,,
TestBloomFilterStringQuery,512,32768,4096,100,1518,468759,468107,ns,,,,,
TestBloomFilterStringQuery,2048,32768,4096,100,1477,468784,468086,ns,,,,,
TestBloomFilterStringQuery,2,262144,4096,100,1496,467445,467090,ns,,,,,
TestBloomFilterStringQuery,8,262144,4096,100,1477,475465,474909,ns,,,,,
TestBloomFilterStringQuery,64,262144,4096,100,1335,491862,491387,ns,,,,,
TestBloomFilterStringQuery,512,262144,4096,100,1362,499022,498383,ns,,,,,
TestBloomFilterStringQuery,2048,262144,4096,100,1387,505443,504482,ns,,,,,
TestBloomFilterStringQuery,2,1000000,4096,100,1463,478453,478108,ns,,,,,
TestBloomFilterStringQuery,8,1000000,4096,100,1398,496991,496353,ns,,,,,
TestBloomFilterStringQuery,64,1000000,4096,100,1347,508991,508396,ns,,,,,
TestBloomFilterStringQuery,512,1000000,4096,100,1364,503028,502337,ns,,,,,
TestBloomFilterStringQuery,2048,1000000,4096,100,1352,507361,506749,ns,,,,,
TestBloomFilterStringQuery,2,1000,8192,100,754,924687,922942,ns,,,,,
TestBloomFilterStringQuery,8,1000,8192,100,774,937837,935632,ns,,,,,
TestBloomFilterStringQuery,64,1000,8192,100,777,922915,921448,ns,,,,,
TestBloomFilterStringQuery,512,1000,8192,100,774,920703,919523,ns,,,,,
TestBloomFilterStringQuery,2048,1000,8192,100,738,950370,946301,ns,,,,,
TestBloomFilterStringQuery,2,4096,8192,100,770,922071,920231,ns,,,,,
TestBloomFilterStringQuery,8,4096,8192,100,731,949036,943956,ns,,,,,
TestBloomFilterStringQuery,64,4096,8192,100,700,954227,949203,ns,,,,,
TestBloomFilterStringQuery,512,4096,8192,100,715,976340,968343,ns,,,,,
TestBloomFilterStringQuery,2048,4096,8192,100,745,991487,981748,ns,,,,,
TestBloomFilterStringQuery,2,32768,8192,100,736,1.01927e+06,1.00523e+06,ns,,,,,
TestBloomFilterStringQuery,8,32768,8192,100,760,962016,954875,ns,,,,,
TestBloomFilterStringQuery,64,32768,8192,100,738,988586,981084,ns,,,,,
TestBloomFilterStringQuery,512,32768,8192,100,746,959963,957535,ns,,,,,
TestBloomFilterStringQuery,2048,32768,8192,100,738,950185,948150,ns,,,,,
TestBloomFilterStringQuery,2,262144,8192,100,750,921367,921064,ns,,,,,
TestBloomFilterStringQuery,8,262144,8192,100,749,951359,949489,ns,,,,,
TestBloomFilterStringQuery,64,262144,8192,100,716,1.02849e+06,1.02315e+06,ns,,,,,
TestBloomFilterStringQuery,512,262144,8192,100,626,1.09118e+06,1.08194e+06,ns,,,,,
TestBloomFilterStringQuery,2048,262144,8192,100,671,1.0016e+06,1.00111e+06,ns,,,,,
TestBloomFilterStringQuery,2,1000000,8192,100,704,971811,971146,ns,,,,,
TestBloomFilterStringQuery,8,1000000,8192,100,662,1.02898e+06,1.02728e+06,ns,,,,,
TestBloomFilterStringQuery,64,1000000,8192,100,640,1.0566e+06,1.05412e+06,ns,,,,,
TestBloomFilterStringQuery,512,1000000,8192,100,653,1.05002e+06,1.04777e+06,ns,,,,,
TestBloomFilterStringQuery,2048,1000000,8192,100,620,1.08305e+06,1.07805e+06,ns,,,,,
TestBloomFilterStringInsertion,2,1000,8,10,344826,2035.58,2024.59,ns,,,,,
TestBloomFilterStringInsertion,8,1000,8,10,275176,2609.79,2592.36,ns,,,,,
TestBloomFilterStringInsertion,64,1000,8,10,210169,3350.54,3328.28,ns,,,,,
TestBloomFilterStringInsertion,512,1000,8,10,166301,4380.57,4322.46,ns,,,,,
TestBloomFilterStringInsertion,2048,1000,8,10,151869,4609.82,4578.82,ns,,,,,
TestBloomFilterStringInsertion,2,4096,8,10,338976,2121.68,2106.28,ns,,,,,
TestBloomFilterStringInsertion,8,4096,8,10,265321,2604.2,2577.9,ns,,,,,
TestBloomFilterStringInsertion,64,4096,8,10,204217,3462.74,3400.19,ns,,,,,
TestBloomFilterStringInsertion,512,4096,8,10,164460,4415.05,4325.54,ns,,,,,
TestBloomFilterStringInsertion,2048,4096,8,10,147533,4732.09,4669.33,ns,,,,,
TestBloomFilterStringInsertion,2,32768,8,10,313938,2190.35,2148.48,ns,,,,,
TestBloomFilterStringInsertion,8,32768,8,10,248813,2783.56,2722.48,ns,,,,,
TestBloomFilterStringInsertion,64,32768,8,10,198903,3527.36,3454.06,ns,,,,,
TestBloomFilterStringInsertion,512,32768,8,10,155199,5020.96,4817.63,ns,,,,,
TestBloomFilterStringInsertion,2048,32768,8,10,129244,6576.26,6145.39,ns,,,,,
TestBloomFilterStringInsertion,2,262144,8,10,259669,3030.45,2792.06,ns,,,,,
TestBloomFilterStringInsertion,8,262144,8,10,217430,3080.08,2959.68,ns,,,,,
TestBloomFilterStringInsertion,64,262144,8,10,151576,4895.29,4586.41,ns,,,,,
TestBloomFilterStringInsertion,512,262144,8,10,119988,6174.19,5780.28,ns,,,,,
TestBloomFilterStringInsertion,2048,262144,8,10,104634,7335.13,6837.17,ns,,,,,
TestBloomFilterStringInsertion,2,1000000,8,10,215564,3132.49,2912.73,ns,,,,,
TestBloomFilterStringInsertion,8,1000000,8,10,148628,15508,5107.34,ns,,,,,
TestBloomFilterStringInsertion,64,1000000,8,10,99384,5729.16,5329.88,ns,,,,,
TestBloomFilterStringInsertion,512,1000000,8,10,109726,7531.18,6992.83,ns,,,,,
TestBloomFilterStringInsertion,2048,1000000,8,10,66947,12551,11447.3,ns,,,,,
TestBloomFilterStringInsertion,2,1000,64,10,115582,6006.24,6000.3,ns,,,,,
TestBloomFilterStringInsertion,8,1000,64,10,70723,9795.14,9783.45,ns,,,,,
TestBloomFilterStringInsertion,64,1000,64,10,45975,15230.2,15224.5,ns,,,,,
TestBloomFilterStringInsertion,512,1000,64,10,32171,22058,22046.8,ns,,,,,
TestBloomFilterStringInsertion,2048,1000,64,10,27360,25170,25156.3,ns,,,,,
TestBloomFilterStringInsertion,2,4096,64,10,113173,6042.19,6029.73,ns,,,,,
TestBloomFilterStringInsertion,8,4096,64,10,72166,9863.03,9840.37,ns,,,,,
TestBloomFilterStringInsertion,64,4096,64,10,44937,15393.5,15363.6,ns,,,,,
TestBloomFilterStringInsertion,512,4096,64,10,31125,22073.2,22017,ns,,,,,
TestBloomFilterStringInsertion,2048,4096,64,10,27107,25999.2,25942.6,ns,,,,,
TestBloomFilterStringInsertion,2,32768,64,10,115491,6198.59,6160.26,ns,,,,,
TestBloomFilterStringInsertion,8,32768,64,10,67437,10507.6,10399.9,ns,,,,,
TestBloomFilterStringInsertion,64,32768,64,10,43302,17095.2,16863,ns,,,,,
TestBloomFilterStringInsertion,512,32768,64,10,29275,24407.3,24065.1,ns,,,,,
TestBloomFilterStringInsertion,2048,32768,64,10,24867,27093.2,26904,ns,,,,,
TestBloomFilterStringInsertion,2,262144,64,10,103368,7084.33,6901.61,ns,,,,,
TestBloomFilterStringInsertion,8,262144,64,10,66781,11055.3,10875.5,ns,,,,,
TestBloomFilterStringInsertion,64,262144,64,10,40510,18549.9,18153.5,ns,,,,,
TestBloomFilterStringInsertion,512,262144,64,10,25936,26044.4,25589.1,ns,,,,,
TestBloomFilterStringInsertion,2048,262144,64,10,23863,33246.5,32563.2,ns,,,,,
TestBloomFilterStringInsertion,2,1000000,64,10,91362,7773.63,7496.53,ns,,,,,
TestBloomFilterStringInsertion,8,1000000,64,10,44899,15384.1,14566.8,ns,,,,,
TestBloomFilterStringInsertion,64,1000000,64,10,27960,23839.5,22985.8,ns,,,,,
TestBloomFilterStringInsertion,512,1000000,64,10,20173,46482.9,44500.9,ns,,,,,
TestBloomFilterStringInsertion,2048,1000000,64,10,13492,43405.7,42276,ns,,,,,
TestBloomFilterStringInsertion,2,1000,512,10,17233,39929.1,39833.1,ns,,,,,
TestBloomFilterStringInsertion,8,1000,512,10,9979,70046.9,69933.4,ns,,,,,
TestBloomFilterStringInsertion,64,1000,512,10,5856,117713,117333,ns,,,,,
TestBloomFilterStringInsertion,512,1000,512,10,4003,175450,175005,ns,,,,,
TestBloomFilterStringInsertion,2048,1000,512,10,3345,200818,200463,ns,,,,,
TestBloomFilterStringInsertion,2,4096,512,10,17457,40330.5,40006.5,ns,,,,,
TestBloomFilterStringInsertion,8,4096,512,10,9522,73827.9,73268.5,ns,,,,,
TestBloomFilterStringInsertion,64,4096,512,10,5749,120264,119824,ns,,,,,
TestBloomFilterStringInsertion,512,4096,512,10,4085,166310,165985,ns,,,,,
TestBloomFilterStringInsertion,2048,4096,512,10,3568,199355,198923,ns,,,,,
TestBloomFilterStringInsertion,2,32768,512,10,17409,40523.4,40317.3,ns,,,,,
TestBloomFilterStringInsertion,8,32768,512,10,9652,71322.3,71055.3,ns,,,,,
TestBloomFilterStringInsertion,64,32768,512,10,5949,122578,121641,ns,,,,,
TestBloomFilterStringInsertion,512,32768,512,10,3963,171206,170631,ns,,,,,
TestBloomFilterStringInsertion,2048,32768,512,10,3367,209002,207105,ns,,,,,
TestBloomFilterStringInsertion,2,262144,512,10,16469,42503.9,42000,ns,,,,,
TestBloomFilterStringInsertion,8,262144,512,10,9327,72972.3,72586.5,ns,,,,,
TestBloomFilterStringInsertion,64,262144,512,10,5354,123371,122841,ns,,,,,
TestBloomFilterStringInsertion,512,262144,512,10,3891,181248,180635,ns,,,,,
TestBloomFilterStringInsertion,2048,262144,512,10,3160,223498,222816,ns,,,,,
TestBloomFilterStringInsertion,2,1000000,512,10,17492,41736.6,41441.1,ns,,,,,
TestBloomFilterStringInsertion,8,1000000,512,10,9087,76084,75800.8,ns,,,,,
TestBloomFilterStringInsertion,64,1000000,512,10,5253,152761,151822,ns,,,,,
TestBloomFilterStringInsertion,512,1000000,512,10,3268,213796,213167,ns,,,,,
TestBloomFilterStringInsertion,2048,1000000,512,10,2629,315106,313474,ns,,,,,
TestBloomFilterStringInsertion,2,1000,4096,10,2301,304046,303521,ns,,,,,
TestBloomFilterStringInsertion,8,1000,4096,10,1265,554189,552936,ns,,,,,
TestBloomFilterStringInsertion,64,1000,4096,10,752,927792,926112,ns,,,,,
TestBloomFilterStringInsertion,512,1000,4096,10,510,1.35121e+06,1.34714e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,1000,4096,10,444,1.56061e+06,1.55876e+06,ns,,,,,
TestBloomFilterStringInsertion,2,4096,4096,10,2348,301139,300772,ns,,,,,
TestBloomFilterStringInsertion,8,4096,4096,10,1319,554760,553951,ns,,,,,
TestBloomFilterStringInsertion,64,4096,4096,10,778,922885,921316,ns,,,,,
TestBloomFilterStringInsertion,512,4096,4096,10,532,1.32675e+06,1.32499e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,4096,4096,10,448,1.56117e+06,1.56025e+06,ns,,,,,
TestBloomFilterStringInsertion,2,32768,4096,10,2360,300942,300527,ns,,,,,
TestBloomFilterStringInsertion,8,32768,4096,10,1314,541909,541816,ns,,,,,
TestBloomFilterStringInsertion,64,32768,4096,10,765,919650,918305,ns,,,,,
TestBloomFilterStringInsertion,512,32768,4096,10,532,1.35315e+06,1.35047e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,32768,4096,10,441,1.59887e+06,1.59585e+06,ns,,,,,
TestBloomFilterStringInsertion,2,262144,4096,10,2295,305487,304953,ns,,,,,
TestBloomFilterStringInsertion,8,262144,4096,10,1262,545246,544940,ns,,,,,
TestBloomFilterStringInsertion,64,262144,4096,10,750,954515,952864,ns,,,,,
TestBloomFilterStringInsertion,512,262144,4096,10,482,1.42255e+06,1.41953e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,262144,4096,10,401,1.68771e+06,1.68572e+06,ns,,,,,
TestBloomFilterStringInsertion,2,1000000,4096,10,2257,306392,306004,ns,,,,,
TestBloomFilterStringInsertion,8,1000000,4096,10,1042,639331,636559,ns,,,,,
TestBloomFilterStringInsertion,64,1000000,4096,10,617,1.09014e+06,1.08871e+06,ns,,,,,
TestBloomFilterStringInsertion,512,1000000,4096,10,406,1.78102e+06,1.77664e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,1000000,4096,10,376,2.25766e+06,2.25292e+06,ns,,,,,
TestBloomFilterStringInsertion,2,1000,8192,10,1140,604627,603752,ns,,,,,
TestBloomFilterStringInsertion,8,1000,8192,10,632,1.08966e+06,1.08928e+06,ns,,,,,
TestBloomFilterStringInsertion,64,1000,8192,10,383,1.82829e+06,1.82617e+06,ns,,,,,
TestBloomFilterStringInsertion,512,1000,8192,10,264,2.68541e+06,2.68354e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,1000,8192,10,222,3.20944e+06,3.2073e+06,ns,,,,,
TestBloomFilterStringInsertion,2,4096,8192,10,1174,603164,602813,ns,,,,,
TestBloomFilterStringInsertion,8,4096,8192,10,643,1.11967e+06,1.1181e+06,ns,,,,,
TestBloomFilterStringInsertion,64,4096,8192,10,369,1.90466e+06,1.89695e+06,ns,,,,,
TestBloomFilterStringInsertion,512,4096,8192,10,251,2.85167e+06,2.81698e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,4096,8192,10,218,3.27474e+06,3.25801e+06,ns,,,,,
TestBloomFilterStringInsertion,2,32768,8192,10,1109,636093,633294,ns,,,,,
TestBloomFilterStringInsertion,8,32768,8192,10,626,1.13099e+06,1.12767e+06,ns,,,,,
TestBloomFilterStringInsertion,64,32768,8192,10,380,1.90201e+06,1.89445e+06,ns,,,,,
TestBloomFilterStringInsertion,512,32768,8192,10,256,2.69182e+06,2.68563e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,32768,8192,10,225,3.10012e+06,3.09926e+06,ns,,,,,
TestBloomFilterStringInsertion,2,262144,8192,10,1163,593461,593304,ns,,,,,
TestBloomFilterStringInsertion,8,262144,8192,10,635,1.28627e+06,1.26584e+06,ns,,,,,
TestBloomFilterStringInsertion,64,262144,8192,10,357,1.9265e+06,1.92285e+06,ns,,,,,
TestBloomFilterStringInsertion,512,262144,8192,10,230,2.98867e+06,2.98313e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,262144,8192,10,211,3.26634e+06,3.26427e+06,ns,,,,,
TestBloomFilterStringInsertion,2,1000000,8192,10,1166,635255,633027,ns,,,,,
TestBloomFilterStringInsertion,8,1000000,8192,10,600,1.17709e+06,1.17537e+06,ns,,,,,
TestBloomFilterStringInsertion,64,1000000,8192,10,321,2.03184e+06,2.03022e+06,ns,,,,,
TestBloomFilterStringInsertion,512,1000000,8192,10,231,3.3258e+06,3.32074e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,1000000,8192,10,161,3.97005e+06,3.96552e+06,ns,,,,,
TestBloomFilterStringInsertion,2,1000,8,64,311363,2249.35,2238.72,ns,,,,,
TestBloomFilterStringInsertion,8,1000,8,64,220192,3185.14,3174.33,ns,,,,,
TestBloomFilterStringInsertion,64,1000,8,64,150935,4643.16,4629.36,ns,,,,,
TestBloomFilterStringInsertion,512,1000,8,64,115327,5995.05,5978.12,ns,,,,,
TestBloomFilterStringInsertion,2048,1000,8,64,100325,6950.4,6916.71,ns,,,,,
TestBloomFilterStringInsertion,2,4096,8,64,308241,2283.07,2268.89,ns,,,,,
TestBloomFilterStringInsertion,8,4096,8,64,217990,3234.24,3206.87,ns,,,,,
TestBloomFilterStringInsertion,64,4096,8,64,150750,4662.5,4630.13,ns,,,,,
TestBloomFilterStringInsertion,512,4096,8,64,114168,6171.3,6127.98,ns,,,,,
TestBloomFilterStringInsertion,2048,4096,8,64,98140,7066.03,7020.51,ns,,,,,
TestBloomFilterStringInsertion,2,32768,8,64,296221,2373.83,2334.42,ns,,,,,
TestBloomFilterStringInsertion,8,32768,8,64,207827,3535.39,3457.14,ns,,,,,
TestBloomFilterStringInsertion,64,32768,8,64,126488,5290.52,5159.06,ns,,,,,
TestBloomFilterStringInsertion,512,32768,8,64,109821,6502.3,6402.83,ns,,,,,
TestBloomFilterStringInsertion,2048,32768,8,64,93914,7714.42,7565.9,ns,,,,,
TestBloomFilterStringInsertion,2,262144,8,64,268437,2706.71,2609.44,ns,,,,,
TestBloomFilterStringInsertion,8,262144,8,64,168187,4226.26,4025.7,ns,,,,,
TestBloomFilterStringInsertion,64,262144,8,64,107078,6585.27,6248.88,ns,,,,,
TestBloomFilterStringInsertion,512,262144,8,64,83259,8654.13,8218.58,ns,,,,,
TestBloomFilterStringInsertion,2048,262144,8,64,76814,10039.7,9576.3,ns,,,,,
TestBloomFilterStringInsertion,2,1000000,8,64,186162,3804.21,3485.66,ns,,,,,
TestBloomFilterStringInsertion,8,1000000,8,64,130986,6519.37,5888.79,ns,,,,,
TestBloomFilterStringInsertion,64,1000000,8,64,83266,9538.45,8771.47,ns,,,,,
TestBloomFilterStringInsertion,512,1000000,8,64,59587,12597.3,11650,ns,,,,,
TestBloomFilterStringInsertion,2048,1000000,8,64,47613,14609.7,13612.7,ns,,,,,
TestBloomFilterStringInsertion,2,1000,64,64,92330,7641.69,7642.54,ns,,,,,
TestBloomFilterStringInsertion,8,1000,64,64,47194,14825.4,14815.5,ns,,,,,
TestBloomFilterStringInsertion,64,1000,64,64,26756,25974.3,25966.6,ns,,,,,
TestBloomFilterStringInsertion,512,1000,64,64,18663,37026.8,37001.5,ns,,,,,
TestBloomFilterStringInsertion,2048,1000,64,64,15656,43958.1,43924,ns,,,,,
TestBloomFilterStringInsertion,2,4096,64,64,90630,7705.59,7692.22,ns,,,,,
TestBloomFilterStringInsertion,8,4096,64,64,46488,14963.1,14943.2,ns,,,,,
TestBloomFilterStringInsertion,64,4096,64,64,26691,26123.7,26090.5,ns,,,,,
TestBloomFilterStringInsertion,512,4096,64,64,18906,37274.8,37234.4,ns,,,,,
TestBloomFilterStringInsertion,2048,4096,64,64,15838,44527.9,44488.2,ns,,,,,
TestBloomFilterStringInsertion,2,32768,64,64,91101,7755.43,7727.31,ns,,,,,
TestBloomFilterStringInsertion,8,32768,64,64,46288,15312,15258.9,ns,,,,,
TestBloomFilterStringInsertion,64,32768,64,64,26086,27541.9,27389.7,ns,,,,,
TestBloomFilterStringInsertion,512,32768,64,64,18889,37355.1,37297.6,ns,,,,,
TestBloomFilterStringInsertion,2048,32768,64,64,15697,44356.3,44286.4,ns,,,,,
TestBloomFilterStringInsertion,2,262144,64,64,87702,7997.67,7934.19,ns,,,,,
TestBloomFilterStringInsertion,8,262144,64,64,42244,17457.8,17086.7,ns,,,,,
TestBloomFilterStringInsertion,64,262144,64,64,24380,30126.1,29605.9,ns,,,,,
TestBloomFilterStringInsertion,512,262144,64,64,17100,43034.4,42422.9,ns,,,,,
TestBloomFilterStringInsertion,2048,262144,64,64,13904,51232.7,50630.4,ns,,,,,
TestBloomFilterStringInsertion,2,1000000,64,64,78904,9859.58,9515.84,ns,,,,,
TestBloomFilterStringInsertion,8,1000000,64,64,38770,22217.9,21258.5,ns,,,,,
TestBloomFilterStringInsertion,64,1000000,64,64,19850,36095.6,35226.2,ns,,,,,
TestBloomFilterStringInsertion,512,1000000,64,64,11723,53577.4,52527.9,ns,,,,,
TestBloomFilterStringInsertion,2048,1000000,64,64,11492,63505.7,62524.5,ns,,,,,
TestBloomFilterStringInsertion,2,1000,512,64,13642,52247.8,52230.2,ns,,,,,
TestBloomFilterStringInsertion,8,1000,512,64,6239,110492,110419,ns,,,,,
TestBloomFilterStringInsertion,64,1000,512,64,3514,200718,200602,ns,,,,,
TestBloomFilterStringInsertion,512,1000,512,64,2289,287190,287023,ns,,,,,
TestBloomFilterStringInsertion,2048,1000,512,64,2018,351638,351245,ns,,,,,
TestBloomFilterStringInsertion,2,4096,512,64,13585,52193.4,52137.9,ns,,,,,
TestBloomFilterStringInsertion,8,4096,512,64,6237,112972,112714,ns,,,,,
TestBloomFilterStringInsertion,64,4096,512,64,3415,204789,204534,ns,,,,,
TestBloomFilterStringInsertion,512,4096,512,64,2423,288885,288643,ns,,,,,
TestBloomFilterStringInsertion,2048,4096,512,64,2007,359108,356456,ns,,,,,
TestBloomFilterStringInsertion,2,32768,512,64,13367,51821.8,51782.1,ns,,,,,
TestBloomFilterStringInsertion,8,32768,512,64,6328,110100,110037,ns,,,,,
TestBloomFilterStringInsertion,64,32768,512,64,3519,199900,199812,ns,,,,,
TestBloomFilterStringInsertion,512,32768,512,64,2453,289834,289611,ns,,,,,
TestBloomFilterStringInsertion,2048,32768,512,64,2029,343306,343155,ns,,,,,
TestBloomFilterStringInsertion,2,262144,512,64,13581,52896.4,52769.2,ns,,,,,
TestBloomFilterStringInsertion,8,262144,512,64,6208,112297,112085,ns,,,,,
TestBloomFilterStringInsertion,64,262144,512,64,3371,209919,209432,ns,,,,,
TestBloomFilterStringInsertion,512,262144,512,64,2287,306809,306303,ns,,,,,
TestBloomFilterStringInsertion,2048,262144,512,64,1927,364174,363752,ns,,,,,
TestBloomFilterStringInsertion,2,1000000,512,64,13092,54588.6,54349,ns,,,,,
TestBloomFilterStringInsertion,8,1000000,512,64,5830,121197,120740,ns,,,,,
TestBloomFilterStringInsertion,64,1000000,512,64,3045,239468,238320,ns,,,,,
TestBloomFilterStringInsertion,512,1000000,512,64,1977,370064,368744,ns,,,,,
TestBloomFilterStringInsertion,2048,1000000,512,64,1524,468588,466888,ns,,,,,
TestBloomFilterStringInsertion,2,1000,4096,64,1691,411030,410491,ns,,,,,
TestBloomFilterStringInsertion,8,1000,4096,64,786,887371,885981,ns,,,,,
TestBloomFilterStringInsertion,64,1000,4096,64,432,1.66464e+06,1.6596e+06,ns,,,,,
TestBloomFilterStringInsertion,512,1000,4096,64,297,2.35119e+06,2.34833e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,1000,4096,64,246,2.85353e+06,2.84879e+06,ns,,,,,
TestBloomFilterStringInsertion,2,4096,4096,64,1702,415710,415100,ns,,,,,
TestBloomFilterStringInsertion,8,4096,4096,64,795,881669,880682,ns,,,,,
TestBloomFilterStringInsertion,64,4096,4096,64,412,1.69748e+06,1.69001e+06,ns,,,,,
TestBloomFilterStringInsertion,512,4096,4096,64,299,2.32853e+06,2.32456e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,4096,4096,64,256,2.76044e+06,2.75672e+06,ns,,,,,
TestBloomFilterStringInsertion,2,32768,4096,64,1697,413248,412573,ns,,,,,
TestBloomFilterStringInsertion,8,32768,4096,64,791,891026,889000,ns,,,,,
TestBloomFilterStringInsertion,64,32768,4096,64,435,1.60328e+06,1.60184e+06,ns,,,,,
TestBloomFilterStringInsertion,512,32768,4096,64,301,2.33628e+06,2.33216e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,32768,4096,64,254,2.78298e+06,2.77815e+06,ns,,,,,
TestBloomFilterStringInsertion,2,262144,4096,64,1694,414210,413471,ns,,,,,
TestBloomFilterStringInsertion,8,262144,4096,64,787,903087,901457,ns,,,,,
TestBloomFilterStringInsertion,64,262144,4096,64,424,1.67288e+06,1.66944e+06,ns,,,,,
TestBloomFilterStringInsertion,512,262144,4096,64,297,2.48719e+06,2.48124e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,262144,4096,64,230,3.0026e+06,2.99403e+06,ns,,,,,
TestBloomFilterStringInsertion,2,1000000,4096,64,1603,441778,439502,ns,,,,,
TestBloomFilterStringInsertion,8,1000000,4096,64,722,923260,922115,ns,,,,,
TestBloomFilterStringInsertion,64,1000000,4096,64,417,1.65567e+06,1.65529e+06,ns,,,,,
TestBloomFilterStringInsertion,512,1000000,4096,64,287,2.47871e+06,2.47783e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,1000000,4096,64,226,3.41679e+06,3.40675e+06,ns,,,,,
TestBloomFilterStringInsertion,2,1000,8192,64,834,833618,830942,ns,,,,,
TestBloomFilterStringInsertion,8,1000,8192,64,388,1.8075e+06,1.80362e+06,ns,,,,,
TestBloomFilterStringInsertion,64,1000,8192,64,210,3.32238e+06,3.30666e+06,ns,,,,,
TestBloomFilterStringInsertion,512,1000,8192,64,143,4.68138e+06,4.67722e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,1000,8192,64,101,5.94748e+06,5.92792e+06,ns,,,,,
TestBloomFilterStringInsertion,2,4096,8192,64,785,861918,859758,ns,,,,,
TestBloomFilterStringInsertion,8,4096,8192,64,352,2.03744e+06,2.02613e+06,ns,,,,,
TestBloomFilterStringInsertion,64,4096,8192,64,202,3.33587e+06,3.3134e+06,ns,,,,,
TestBloomFilterStringInsertion,512,4096,8192,64,148,4.70092e+06,4.68984e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,4096,8192,64,124,5.6779e+06,5.66602e+06,ns,,,,,
TestBloomFilterStringInsertion,2,32768,8192,64,856,854045,849488,ns,,,,,
TestBloomFilterStringInsertion,8,32768,8192,64,384,1.83422e+06,1.82374e+06,ns,,,,,
TestBloomFilterStringInsertion,64,32768,8192,64,202,3.41192e+06,3.37942e+06,ns,,,,,
TestBloomFilterStringInsertion,512,32768,8192,64,148,4.85973e+06,4.82038e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,32768,8192,64,119,5.75196e+06,5.72217e+06,ns,,,,,
TestBloomFilterStringInsertion,2,262144,8192,64,809,863048,859070,ns,,,,,
TestBloomFilterStringInsertion,8,262144,8192,64,389,1.81138e+06,1.80959e+06,ns,,,,,
TestBloomFilterStringInsertion,64,262144,8192,64,212,3.26995e+06,3.26547e+06,ns,,,,,
TestBloomFilterStringInsertion,512,262144,8192,64,136,4.84683e+06,4.84243e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,262144,8192,64,127,5.84028e+06,5.83472e+06,ns,,,,,
TestBloomFilterStringInsertion,2,1000000,8192,64,818,849707,848291,ns,,,,,
TestBloomFilterStringInsertion,8,1000000,8192,64,368,1.91436e+06,1.9121e+06,ns,,,,,
TestBloomFilterStringInsertion,64,1000000,8192,64,191,3.55262e+06,3.5482e+06,ns,,,,,
TestBloomFilterStringInsertion,512,1000000,8192,64,109,5.6085e+06,5.59899e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,1000000,8192,64,94,6.97265e+06,6.95891e+06,ns,,,,,
TestBloomFilterStringInsertion,2,1000,8,100,295827,2385.17,2375.04,ns,,,,,
TestBloomFilterStringInsertion,8,1000,8,100,193667,3624.53,3612.95,ns,,,,,
TestBloomFilterStringInsertion,64,1000,8,100,124074,5555.03,5537.2,ns,,,,,
TestBloomFilterStringInsertion,512,1000,8,100,93718,7376.98,7358.44,ns,,,,,
